PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,FAU,AU,AUID,AD,LA,PT,PL,TA,JT,JID,SB,MH,PMC,MID,COIS,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,OTO,OT,GR,DEP,RN,CTDT,PB,BTI,CI,CN,TT,CON,CIN,SI,UOF,UIN,OID,PS,FPS,RF,EIN,PMCR
14379306,NLM,MEDLINE,20030501,20181201,0009-059X (Print) 0009-059X (Linking),11,1,1955 Feb,[Retinal asthenopia as manifestation of circulatory disorder].,33-7,,"['ZAHN, K']",['ZAHN K'],,,['cze'],['Journal Article'],Czech Republic,Cesk Oftalmol,Ceskoslovenska oftalmologie,0005023,OM,"['*Asthenopia', '*Cardiovascular Diseases', '*Disease', 'Humans', '*Retina', '*Retinal Diseases']",,,,1955/02/01 00:00,1955/02/01 00:01,['1955/02/01 00:00'],"['1955/02/01 00:00 [pubmed]', '1955/02/01 00:01 [medline]', '1955/02/01 00:00 [entrez]']",,ppublish,Cesk Oftalmol. 1955 Feb;11(1):33-7.,,['NLM'],"['*CARDIOVASCULAR DISEASES', '*RETINA/diseases']",,,,,,,,,Unavnost satnice jako znamka selhavana krevnaho obehu.,,,,,,['CLML: 5528:30344:120:493'],,,,,
14382429,NLM,MEDLINE,20030501,20181201,0344-6360 (Print) 0344-6360 (Linking),126,1,1955,[Experience with the use of ultraviolet rays absorbable glasses in controlling of asthenopic disorders from fluorencent lamps].,81-2,,"['SCHOBER, H']",['SCHOBER H'],,,['ger'],['Journal Article'],Germany,Klin Monbl Augenheilkd Augenarztl Fortbild,Klinische Monatsblatter fur Augenheilkunde und fur augenarztliche Fortbildung,101288212,OM,"['*Asthenopia', '*Eyeglasses', '*Household Articles', 'Humans', 'Ultraviolet Rays/*adverse effects']",,,,1955/01/01 00:00,1955/01/01 00:01,['1955/01/01 00:00'],"['1955/01/01 00:00 [pubmed]', '1955/01/01 00:01 [medline]', '1955/01/01 00:00 [entrez]']",,ppublish,Klin Monbl Augenheilkd Augenarztl Fortbild. 1955;126(1):81-2.,,['NLM'],"['*ASTHENOPIA', '*EYEGLASSES', '*ULTRAVIOLET RAYS/injurious effects']",,,,,,,,,Erfahrungen uber die Verwendung von ultraviolettundurchlassigen Brillenglasern bei der Bekampfung asthenopischer Beschwerden in Leuchtstoffbeleuchtung.,,,,,,['CLML: 5528:33467:61:220:585'],,,,,
14364625,NLM,MEDLINE,20030501,20181201,0009-059X (Print) 0009-059X (Linking),10,6,1954 Dec,[Eye tiredness].,362-7,,"['MICHAL, F V']",['MICHAL FV'],,,['cze'],['Journal Article'],Czech Republic,Cesk Oftalmol,Ceskoslovenska oftalmologie,0005023,OM,"['*Asthenopia', '*Eye Diseases', 'Humans']",,,,1954/12/01 00:00,1954/12/01 00:01,['1954/12/01 00:00'],"['1954/12/01 00:00 [pubmed]', '1954/12/01 00:01 [medline]', '1954/12/01 00:00 [entrez]']",,ppublish,Cesk Oftalmol. 1954 Dec;10(6):362-7.,,['NLM'],['*EYE/diseases'],,,,,,,,,Zrakova unava.,,,,,,['CLML: 5528:15459:219'],,,,,
14364624,NLM,MEDLINE,20030501,20181201,0009-059X (Print) 0009-059X (Linking),10,6,1954 Dec,[Conjunctival asthenopia in the light of Pavlovian physiology].,357-62,,"['PAJTAS, J']",['PAJTAS J'],,,['cze'],['Journal Article'],Czech Republic,Cesk Oftalmol,Ceskoslovenska oftalmologie,0005023,OM,"['*Asthenopia', '*Conjunctiva', 'Humans', '*Light']",,,,1954/12/01 00:00,1954/12/01 00:01,['1954/12/01 00:00'],"['1954/12/01 00:00 [pubmed]', '1954/12/01 00:01 [medline]', '1954/12/01 00:00 [entrez]']",,ppublish,Cesk Oftalmol. 1954 Dec;10(6):357-62.,,['NLM'],['*ASTHENOPIA'],,,,,,,,,Spojivkova astenopia vo svetle Pavlovovskej fyziologie.,,,,,,['CLML: 5528:15458:61'],,,,,
13226278,NLM,MEDLINE,20030501,20181201,0040-5965 (Print) 0040-5965 (Linking),93,9,1954 Sep,"[Eye tonic Stullin, indications and effects].",347-8,,"['BRAUN, W']",['BRAUN W'],,,['ger'],['Journal Article'],Germany,Ther Ggw,Therapie der Gegenwart,0413576,OM,"['Asthenopia/*therapy', 'Digitalis/*therapeutic use', '*Digitalis Glycosides', '*Fruit', 'Humans', '*Plant Extracts']",,,,1954/09/01 00:00,1954/09/01 00:01,['1954/09/01 00:00'],"['1954/09/01 00:00 [pubmed]', '1954/09/01 00:01 [medline]', '1954/09/01 00:00 [entrez]']",,ppublish,Ther Ggw. 1954 Sep;93(9):347-8.,,['NLM'],"['*ASTHENOPIA/therapy', '*DIGITALIS/therapeutic use', '*FRUITS']",,,"['0 (Digitalis Glycosides)', '0 (Plant Extracts)']",,,,,,Das Augentonicum Stulln; Indikation und Wirkung.,,,,,,['CLML: 5527:38294:50:142:188'],,,,,
13209680,NLM,MEDLINE,20030501,20181201,0009-059X (Print) 0009-059X (Linking),10,4,1954 Aug,[Disorders of color vision and visual asthenopia in the presence of various sources of light].,229-35,,"['JANOUSKOVA, K']",['JANOUSKOVA K'],,,['cze'],['Journal Article'],Czech Republic,Cesk Oftalmol,Ceskoslovenska oftalmologie,0005023,OM,"['*Asthenopia', '*Color Perception', '*Color Vision', 'Humans', '*Light']",,,,1954/08/01 00:00,1954/08/01 00:01,['1954/08/01 00:00'],"['1954/08/01 00:00 [pubmed]', '1954/08/01 00:01 [medline]', '1954/08/01 00:00 [entrez]']",,ppublish,Cesk Oftalmol. 1954 Aug;10(4):229-35.,,['NLM'],"['*COLOR VISION', '*LIGHT']",,,,,,,,,Barevne skreslena a barevna asthenopie u ruznych s6vetelnch zdroju.,,,,,,['CLML: 5527:21457:119:264'],,,,,
13182389,NLM,MEDLINE,20030501,20181201,,27,6,1954 Jun,[Visual fatigue in radar operators].,280-9,,"['BELLECCI, P']",['BELLECCI P'],,,['und'],['Journal Article'],Belgium,Bull Int Serv Sante Armees Terre Mer Air,"Bulletin international des services de sante des armees de terre, de mer et de l'air",15820130R,OM,"['*Asthenopia', '*Fatigue', 'Humans', '*Medicine', 'Military Medicine/*physiology', '*Military Personnel', 'Naval Medicine/*physiology', '*Radar', '*Vision, Ocular']",,,,1954/06/01 00:00,1954/06/01 00:01,['1954/06/01 00:00'],"['1954/06/01 00:00 [pubmed]', '1954/06/01 00:01 [medline]', '1954/06/01 00:00 [entrez]']",,ppublish,Bull Int Serv Sante Armees Terre Mer Air. 1954 Jun;27(6):280-9.,,['NLM'],"['*FATIGUE', '*MEDICINE, MILITARY AND NAVAL/physiology', '*VISION']",,,,,,,,,La fatigue oculaire des operateurs radar.,,,,,,['CLML: 5426:45317:171:275:475'],,,,,
13226884,NLM,MEDLINE,20030501,20181201,0860-8865 (Print) 0860-8865 (Linking),7,4,1954 Apr,[Illumination and its relation to visual fatigue].,261-4,,"['MERZ, M']",['MERZ M'],,,['pol'],['Journal Article'],Poland,Wiad Lek Wars Pol 1948,"Wiadomosci lekarskie (Warsaw, Poland : 1948)",0414000,OM,"['*Asthenopia', 'Humans', '*Light', '*Lighting', '*Vision, Ocular']",,,,1954/04/01 00:00,1954/04/01 00:01,['1954/04/01 00:00'],"['1954/04/01 00:00 [pubmed]', '1954/04/01 00:01 [medline]', '1954/04/01 00:00 [entrez]']",,ppublish,Wiad Lek Wars Pol 1948. 1954 Apr;7(4):261-4.,,['NLM'],"['*ILLUMINATION', '*VISION']",,,,,,,,,Oswietlenie a znu1zenie wzroku.,,,,,,['CLML: 5527:38900:232:493'],,,,,
13114337,NLM,MEDLINE,20030501,20190916,0002-9408 (Print) 0002-9408 (Linking),31,1,1954 Jan,Understanding visual fatigue.,29-40,,"['BARTLEY, S H']",['BARTLEY SH'],,,['eng'],['Journal Article'],United States,Am J Optom Arch Am Acad Optom,American journal of optometry and archives of American Academy of Optometry,0420462,OM,"['*Asthenopia', '*Eye', '*Fatigue', 'Humans']",,,,1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",['10.1097/00006324-195401000-00004 [doi]'],ppublish,Am J Optom Arch Am Acad Optom. 1954 Jan;31(1):29-40. doi: 10.1097/00006324-195401000-00004.,,['NLM'],"['*EYE', '*FATIGUE']",,,,,,,,,,,,,,,['CLML: 5425:35529:172:175'],,,,,
13111599,NLM,MEDLINE,20030501,20181201,0029-1420 (Print) 0029-1420 (Linking),50,46,1953 Nov 12,[Visual fatigue].,1578-9,,"['BERGER, C', 'MAHNEK, A', 'KNUDSEN, B']","['BERGER C', 'MAHNEK A', 'KNUDSEN B']",,,['und'],['Journal Article'],Sweden,Nord Med,Nordisk medicin,0401001,OM,"['*Asthenopia', 'Humans', '*Light', '*Lighting', '*Vision, Ocular']",,,,1953/11/12 00:00,1953/11/12 00:01,['1953/11/12 00:00'],"['1953/11/12 00:00 [pubmed]', '1953/11/12 00:01 [medline]', '1953/11/12 00:00 [entrez]']",,ppublish,Nord Med. 1953 Nov 12;50(46):1578-9.,,['NLM'],"['*ILLUMINATION', '*VISION']",,,,,,,,,Synstraethed.,,,,,,['CLML: 5425:32764:233:499'],,,,,
13067713,NLM,MEDLINE,20030501,20181201,0012-0219 (Print) 0012-0219 (Linking),8,6,1953 Feb 5,[Studies on the connection between accident proneness and impairment of vision].,172-5,,"['SACHSENWEGER, R']",['SACHSENWEGER R'],,,['und'],['Journal Article'],Germany,Dtsch Gesundheitsw,Das Deutsche Gesundheitswesen,0433572,OM,"['*Accident Proneness', '*Accidents', '*Asthenopia', 'Humans', '*Vision, Ocular']",,,,1953/02/05 00:00,1953/02/05 00:01,['1953/02/05 00:00'],"['1953/02/05 00:00 [pubmed]', '1953/02/05 00:01 [medline]', '1953/02/05 00:00 [entrez]']",,ppublish,Dtsch Gesundheitsw. 1953 Feb 5;8(6):172-5.,,['NLM'],"['*ACCIDENTS', '*ASTHENOPIA']",,,,,,,,,Untersuchungen uber den Zusammenhang von Unfallaffinitat und Fehlsichtigkeit.,,,,,,['CLML: 5324:38422:4:65'],,,,,
13131765,NLM,MEDLINE,20030501,20181201,0344-6360 (Print) 0344-6360 (Linking),123,5,1953,[Treatment of asthenopia].,596-8,,"['TREUMER, K']",['TREUMER K'],,,['und'],['Journal Article'],Germany,Klin Monbl Augenheilkd Augenarztl Fortbild,Klinische Monatsblatter fur Augenheilkunde und fur augenarztliche Fortbildung,101288212,OM,"['Asthenopia/*therapy', 'Humans']",,,,1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",,ppublish,Klin Monbl Augenheilkd Augenarztl Fortbild. 1953;123(5):596-8.,,['NLM'],['*ASTHENOPIA/therapy'],,,,,,,,,Asthenopiebehandlung.,,,,,,['CLML: 5425:51982:48'],,,,,
13131746,NLM,MEDLINE,20030501,20181201,0344-6360 (Print) 0344-6360 (Linking),123,4,1953,[Causes of asthenopic disorders in fluorescent illumination].,462-74,,"['SCHOBER, H']",['SCHOBER H'],,,['und'],['Journal Article'],Germany,Klin Monbl Augenheilkd Augenarztl Fortbild,Klinische Monatsblatter fur Augenheilkunde und fur augenarztliche Fortbildung,101288212,OM,"['Asthenopia/*etiology', 'Humans', '*Light', '*Lighting', '*Photic Stimulation']",,,,1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",,ppublish,Klin Monbl Augenheilkd Augenarztl Fortbild. 1953;123(4):462-74.,,['NLM'],"['*ASTHENOPIA/etiology and pathogenesis', '*ILLUMINATION']",,,,,,,,,Die Ursachen asthenopischer Beschwerden bei Beleuchtung durch Leuchtstofflampen.,,,,,,['CLML: 5425:51963:48:233'],,,,,
13131737,NLM,MEDLINE,20030501,20181201,0344-6360 (Print) 0344-6360 (Linking),123,3,1953,[Delineation of the concepts of practical blindness and asthenopia].,365-72,,"['HEINSIUS, E']",['HEINSIUS E'],,,['und'],['Journal Article'],Germany,Klin Monbl Augenheilkd Augenarztl Fortbild,Klinische Monatsblatter fur Augenheilkunde und fur augenarztliche Fortbildung,101288212,OM,"['Amblyopia/*diagnosis', '*Asthenopia', 'Blindness/*diagnosis', '*Diagnosis, Differential', 'Humans']",,,,1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",,ppublish,Klin Monbl Augenheilkd Augenarztl Fortbild. 1953;123(3):365-72.,,['NLM'],"['*AMBLYOPIA/differential diagnosis', '*ASTHENOPIA', '*BLINDNESS/differential diagnosis']",,,,,,,,,Zur Abgrenzung von praktischer Blindheit und Sehschwache.,,,,,,['CLML: 5425:51954:19:48:64'],,,,,
13051084,NLM,MEDLINE,20030501,20181201,0392-9418 (Print) 0392-9418 (Linking),58,1,1953 Jan-Feb,[Asthenopia in telemetrists].,22-9,,"['ANGIUS, T']",['ANGIUS T'],,,['und'],['Journal Article'],Italy,Ann Med Nav (Roma),Annali di medicina navale,0373072,OM,['*Asthenopia'],,,,1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",,ppublish,Ann Med Nav (Roma). 1953 Jan-Feb;58(1):22-9.,,['NLM'],['*ASTHENOPIA'],,,,,,,,,L'astenopia nei telemetristi.,,,,,,['CLML: 5324:21621:65'],,,,,
13024684,NLM,MEDLINE,20030501,20181201,0025-8458 (Print) 0025-8458 (Linking),47,49,1952 Dec 5,[New points of view in the treatment of asthenopia and related conditions].,1629-31,,"['HATSCHEK, G']",['HATSCHEK G'],,,['und'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,OM,"['Asthenopia/*therapy', 'Humans']",,,,1952/12/05 00:00,1952/12/05 00:01,['1952/12/05 00:00'],"['1952/12/05 00:00 [pubmed]', '1952/12/05 00:01 [medline]', '1952/12/05 00:00 [entrez]']",,ppublish,Med Klin. 1952 Dec 5;47(49):1629-31.,,['NLM'],['*ASTHENOPIA/therapy'],,,,,,,,,Neue Gesichtspunkte in der Behandlung der Asthenopie und verwandter Zustande.,,,,,,['CLML: 5323:49642:55'],,,,,
13031362,NLM,MEDLINE,20030501,20181201,0003-4665 (Print) 0003-4665 (Linking),78,12,1952 Dec,[Fluorescent lights and visual fatigue].,971-80,,"['DEL ZOPPO, I']",['DEL ZOPPO I'],,,['und'],['Journal Article'],Italy,Ann Ottalmol Clin Ocul,Annali di ottalmologia e clinica oculistica,9309994,OM,"['*Asthenopia', '*Eye', 'Humans', '*Light', '*Lighting']",,,,1952/12/01 00:00,1952/12/01 00:01,['1952/12/01 00:00'],"['1952/12/01 00:00 [pubmed]', '1952/12/01 00:01 [medline]', '1952/12/01 00:00 [entrez]']",,ppublish,Ann Ottalmol Clin Ocul. 1952 Dec;78(12):971-80.,,['NLM'],"['*EYE', '*ILLUMINATION']",,,,,,,,,Luci fluorescenti ed affaticamento visivo.,,,,,,['CLML: 5324:1491:239:321'],,,,,
13009057,NLM,MEDLINE,20030501,20190501,0007-1161 (Print) 1468-2079 (Electronic) 0007-1161 (Linking),36,12,1952 Dec,Stimulus to convergence in normal and asthenopic subjects.,666-75,,"['ASHER, H']",['ASHER H'],,,['eng'],['Journal Article'],England,Br J Ophthalmol,The British journal of ophthalmology,0421041,OM,"['*Asthenopia', 'Humans', '*Vision, Ocular']",PMC1324033,,,1952/12/01 00:00,1952/12/01 00:01,['1952/12/01 00:00'],"['1952/12/01 00:00 [pubmed]', '1952/12/01 00:01 [medline]', '1952/12/01 00:00 [entrez]']",['10.1136/bjo.36.12.666 [doi]'],ppublish,Br J Ophthalmol. 1952 Dec;36(12):666-75. doi: 10.1136/bjo.36.12.666.,,['NLM'],"['*ASTHENOPIA', '*VISION']",,,,,,,,,,,,,,,['CLML: 5323:33778:55:591'],,,,,
14947489,NLM,MEDLINE,20040215,20181201,0025-8474 (Print) 0025-8474 (Linking),6,3,1952 Mar,[Local therapeutic use of digitalis in asthenopia].,183-4,,"['FUCHS, J', 'HOLLWICH, F']","['FUCHS J', 'HOLLWICH F']",,,['und'],['Journal Article'],Germany,Med Monatsschr,Medizinische Monatsschrift,0375265,OM,"['Asthenopia/*therapy', 'Digitalis/*therapeutic use', '*Digitalis Glycosides', 'Humans', '*Plant Extracts']",,,,1952/03/01 00:00,1952/03/01 00:01,['1952/03/01 00:00'],"['1952/03/01 00:00 [pubmed]', '1952/03/01 00:01 [medline]', '1952/03/01 00:00 [entrez]']",,ppublish,Med Monatsschr. 1952 Mar;6(3):183-4.,,['NLM'],"['*ASTHENOPIA/therapy', '*DIGITALIS/therapeutic use']",,,"['0 (Digitalis Glycosides)', '0 (Plant Extracts)']",,,,,,Uber die lokale Digitalis-Anwendung bei asthenopischen Storungen des Auges.,,,,,,['CLML: 5222:33827:46:137'],,,,,
14924420,NLM,MEDLINE,20040215,20181201,0003-4665 (Print) 0003-4665 (Linking),78,1,1952 Jan,[Asthenopia from an extraocular cause without refraction defects; clinical contribution and general considerations].,39-52,,"['BOTTINO, C']",['BOTTINO C'],,,['und'],['Journal Article'],Italy,Ann Ottalmol Clin Ocul,Annali di ottalmologia e clinica oculistica,9309994,OM,"['*Asthenopia', '*Eye', 'Humans', '*Vision Tests']",,,,1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",,ppublish,Ann Ottalmol Clin Ocul. 1952 Jan;78(1):39-52.,,['NLM'],['*ASTHENOPIA'],,,,,,,,,Le astenopie da cause extraoculari senza vizi di fifrazione; contributo clinico e considerazioni generali.,,,,,,['CLML: 5222:10400:46'],,,,,
14897361,NLM,MEDLINE,20040215,20181201,0018-2125 (Print) 0018-2125 (Linking),8,90,1951 Dec,[Asthenopias as an important syndrome in general practice].,577-90,,"['MORENO CASTANO, I']",['MORENO CASTANO I'],,,['und'],['Journal Article'],Spain,Hisp Med,Hispalis medica; revista sevillana de medicina y cirugia,0373011,OM,"['*Asthenopia', '*Family Practice', '*General Practice', 'Humans']",,,,1951/12/01 00:00,1951/12/01 00:01,['1951/12/01 00:00'],"['1951/12/01 00:00 [pubmed]', '1951/12/01 00:01 [medline]', '1951/12/01 00:00 [entrez]']",,ppublish,Hisp Med. 1951 Dec;8(90):577-90.,,['NLM'],['*ASTHENOPIA'],,,,,,,,,Las astenopias como sindrome de importancia papa el medico general.,,,,,,['CLML: 5221:27815:39'],,,,,
14793943,NLM,MEDLINE,20040215,20181201,0018-4225 (Print) 0018-4225 (Linking),26,9,1950 Nov,[Accommodative asthenopia and its treatment by homeopathy and vitamins].,524-53,,['DAYNEZ'],['DAYNEZ'],,,['und'],['Journal Article'],France,Homeopath Fr,L' Homeopathie francaise,0400655,OM,"['*Asthenopia', '*Homeopathy', 'Humans', '*Vitamin A', '*Vitamin K', '*Vitamins']",,,,1950/11/01 00:00,1950/11/01 00:01,['1950/11/01 00:00'],"['1950/11/01 00:00 [pubmed]', '1950/11/01 00:01 [medline]', '1950/11/01 00:00 [entrez]']",,ppublish,Homeopath Fr. 1950 Nov;26(9):524-53.,,['NLM'],"['*ASTHENOPIA', '*HOMEOPATHY']",,,"['0 (Vitamins)', '11103-57-4 (Vitamin A)', '12001-79-5 (Vitamin K)']",,,,,,Les asthenopies d'accommodation et leur traitement par l'homoeopathie et les vitamines.,,,,,,['CLML: 5120:24719:66:447'],,,,,
14789951,NLM,MEDLINE,20040215,20190917,0002-9408 (Print) 0002-9408 (Linking),27,11,1950 Nov,Visual fatigue.,554-61,,"['SIMMERMAN, H']",['SIMMERMAN H'],,,['eng'],['Journal Article'],United States,Am J Optom Arch Am Acad Optom,American journal of optometry and archives of American Academy of Optometry,0420462,OM,"['*Asthenopia', 'Humans', '*Vision, Ocular']",,,,1950/11/01 00:00,1950/11/01 00:01,['1950/11/01 00:00'],"['1950/11/01 00:00 [pubmed]', '1950/11/01 00:01 [medline]', '1950/11/01 00:00 [entrez]']",['10.1097/00006324-195011000-00003 [doi]'],ppublish,Am J Optom Arch Am Acad Optom. 1950 Nov;27(11):554-61. doi: 10.1097/00006324-195011000-00003.,,['NLM'],['*VISION'],,,,,,,,,,,,,,,['CLML: 5120:20514:440'],,,,,
15423864,NLM,MEDLINE,20040930,20181201,0030-4093 (Print) 0030-4093 (Linking),41,27,1950 Jul 6,Television and eye strain.,1007-9,,"['SIMMONS, B']",['SIMMONS B'],,,['eng'],['Journal Article'],United States,Optom Wkly,The Optometric weekly,0405560,OM,"['*Asthenopia', '*Communications Media', '*Eye', '*Television']",,,,1950/07/06 00:00,1950/07/06 00:01,['1950/07/06 00:00'],"['1950/07/06 00:00 [pubmed]', '1950/07/06 00:01 [medline]', '1950/07/06 00:00 [entrez]']",,ppublish,Optom Wkly. 1950 Jul 6;41(27):1007-9.,,['NLM'],"['*EYE', '*TELEVISION']",,,,,,,,,,,,,,,['CLML: 5019:13985:82:240'],,,,,
15430162,NLM,MEDLINE,20040930,20191026,1075-1270 (Print) 1075-1270 (Linking),5,6,1950 Jun,Scientific use of colour to prevent surgical asthenopia.,496-8,,"['SHEEHAN, J E']",['SHEEHAN JE'],,,['eng'],['Journal Article'],United States,Plast Reconstr Surg (1946),Plastic and reconstructive surgery (1946),101243648,OM,"['*Asthenopia', '*Color', '*General Surgery', 'Humans', '*Science']",,,,1950/06/01 00:00,1950/06/01 00:01,['1950/06/01 00:00'],"['1950/06/01 00:00 [pubmed]', '1950/06/01 00:01 [medline]', '1950/06/01 00:00 [entrez]']",['10.1097/00006534-195006000-00003 [doi]'],ppublish,Plast Reconstr Surg (1946). 1950 Jun;5(6):496-8. doi: 10.1097/00006534-195006000-00003.,,['NLM'],['*SURGERY'],,,,,,,,,,,,,,,['CLML: 5019:20539:236'],,,,,
18134254,NLM,MEDLINE,20071227,20190917,0002-9408 (Print) 0002-9408 (Linking),26,7,1949 Jul,Bifocals for prepresbyopic patient with visual fatigue; a case report.,312-4,,"['HUBBARD, J R']",['HUBBARD JR'],,,['eng'],['Journal Article'],United States,Am J Optom Arch Am Acad Optom,American journal of optometry and archives of American Academy of Optometry,0420462,OM,"['*Asthenopia', '*Eyeglasses', 'Humans']",,,,1949/07/01 00:00,2008/05/31 09:00,['1949/07/01 00:00'],"['1949/07/01 00:00 [pubmed]', '2008/05/31 09:00 [medline]', '1949/07/01 00:00 [entrez]']",['10.1097/00006324-194907000-00008 [doi]'],ppublish,Am J Optom Arch Am Acad Optom. 1949 Jul;26(7):312-4. doi: 10.1097/00006324-194907000-00008.,,['NLM'],['*GLASSES'],,,,,,,,,,,,,,,['CLML: 4917:660i'],,,,,
15396804,NLM,MEDLINE,20040930,20181201,0001-6071 (Print) 0001-6071 (Linking),6,1,1949 Jul-Sep,Eyestrain.,9-20,,"['DE OCAMPO, G']",['DE OCAMPO G'],,,['eng'],['Journal Article'],Philippines,Acta Med Philipp,Acta medica Philippina,0312677,OM,"['*Asthenopia', '*Eye', 'Humans']",,,,1949/07/01 00:00,1949/07/01 00:01,['1949/07/01 00:00'],"['1949/07/01 00:00 [pubmed]', '1949/07/01 00:01 [medline]', '1949/07/01 00:00 [entrez]']",,ppublish,Acta Med Philipp. 1949 Jul-Sep;6(1):9-20.,,['NLM'],['*EYES'],,,,,,,,,,,,,,,['CLML: 5018:357g:5'],,,,,
18152838,NLM,MEDLINE,20071227,20181201,0030-3925 (Print) 0030-3925 (Linking),86,9,1949 May 1,Aspects of asthenopia in industrial optometry.,37,,"['GOLDBERG, N B']",['GOLDBERG NB'],,,['eng'],['Journal Article'],United States,Opt J Rev Optom,Optical journal and review of optometry,0405557,OM,"['*Asthenopia', '*Disabled Persons', 'Humans', '*Industry', '*Occupational Medicine', '*Occupations', '*Optometry', '*Vision, Ocular']",,,,1949/05/01 00:00,1949/05/01 00:01,['1949/05/01 00:00'],"['1949/05/01 00:00 [pubmed]', '1949/05/01 00:01 [medline]', '1949/05/01 00:00 [entrez]']",,ppublish,Opt J Rev Optom. 1949 May 1;86(9):37.,,['NLM'],"['*INDUSTRY AND OCCUPATIONS/medicine and surgery', '*VISION/defective']",,,,,,,,,,,,,,,['CLML: 4917:467p'],,,,,
18106919,NLM,MEDLINE,20071227,20190627,0002-9394 (Print) 0002-9394 (Linking),32,1,1949 Jan,Refractive treatment of asthenopia.,111-21,,"['MILES, P W']",['MILES PW'],,,['eng'],['Journal Article'],United States,Am J Ophthalmol,American journal of ophthalmology,0370500,OM,"['*Asthenopia', 'Humans']",,,,1949/01/01 00:00,1949/01/01 00:01,['1949/01/01 00:00'],"['1949/01/01 00:00 [pubmed]', '1949/01/01 00:01 [medline]', '1949/01/01 00:00 [entrez]']",['10.1016/0002-9394(49)91116-2 [doi]'],ppublish,Am J Ophthalmol. 1949 Jan;32(1):111-21. doi: 10.1016/0002-9394(49)91116-2.,,,,,,,,,,,,,,,,,,['CLML: 4916:457p'],,,,,
18893949,NLM,MEDLINE,20081016,20181201,0003-5998 (Print) 0003-5998 (Linking),45,10,1948 Oct,"Asthenopia; its investigation, causes and treatment.",666-71,,"['BHALERAO, C K']",['BHALERAO CK'],,,['eng'],['Journal Article'],India,Antiseptic,The Antiseptic,0372402,OM,"['*Asthenopia', '*Eye', 'Humans']",,,,1948/10/01 00:00,2014/08/13 06:00,['1948/10/01 00:00'],"['1948/10/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]', '1948/10/01 00:00 [entrez]']",,ppublish,Antiseptic. 1948 Oct;45(10):666-71.,,['NLM'],['*EYE/asthenopia'],,,,,,,,,,,,,,,['CLML: 4815:1623e'],,,,,
18874588,NLM,MEDLINE,20081016,20181201,0002-9556 (Print) 0002-9556 (Linking),61,3,1948 Jul,Visual fatigue; a critical comment.,420-4,,"['BROZEK, J']",['BROZEK J'],,,['eng'],['Journal Article'],United States,Am J Psychol,The American journal of psychology,0370513,OM,"['*Asthenopia', '*Fatigue', 'Humans', '*Vision, Ocular']",,,,1948/07/01 00:00,2014/08/13 06:00,['1948/07/01 00:00'],"['1948/07/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]', '1948/07/01 00:00 [entrez]']",,ppublish,Am J Psychol. 1948 Jul;61(3):420-4.,,['NLM'],['*VISION/fatigue'],,,,,,,,,,,,,,,['CLML: 4815:787n'],,,,,
