PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AUID,PMC,COIS,GR,CTDT,PB,BTI,OAB,OABL,PMCR,CON,CN,CIN,FIR,IR,SI,EIN,TT,MID,PS,FPS
33819347,NLM,MEDLINE,20210831,20210831,1365-2923 (Electronic) 0308-0110 (Linking),55,9,2021 Sep,Imposter syndrome-Perspectives of final year medical students.,1110,10.1111/medu.14536 [doi],,,"['Ng, Isaac K S', 'Tay, Desiree S H']","['Ng IKS', 'Tay DSH']","['Yong Loo Lin School of Medicine, National University of Singapore, Singapore, Singapore.', 'Yong Loo Lin School of Medicine, National University of Singapore, Singapore, Singapore.']",['eng'],"['Comment', 'Letter']",20210418,England,Med Educ,Medical education,7605655,,IM,"['Clinical Competence', 'Humans', 'Self Concept', '*Students, Medical']",,,2021/04/06 06:00,2021/09/01 06:00,['2021/04/05 17:21'],"['2021/04/01 00:00 [received]', '2021/04/01 00:00 [accepted]', '2021/04/06 06:00 [pubmed]', '2021/09/01 06:00 [medline]', '2021/04/05 17:21 [entrez]']",['10.1111/medu.14536 [doi]'],ppublish,Med Educ. 2021 Sep;55(9):1110. doi: 10.1111/medu.14536. Epub 2021 Apr 18.,,,,,,,,,,,['Med Educ. 2020 Feb;54(2):116-124. PMID: 31692028'],,,,,,,,,,
33751862,NLM,MEDLINE,20210618,20220825,2691-1299 (Electronic) 2691-1299 (Linking),1,3,2021 Mar,How to Navigate Trainee-Mentor Relationships and Interpersonal Dynamics in the Lab.,e86,10.1002/cpz1.86 [doi],"Relationships with mentors and labmates are defining aspects of a researcher's journey in science. Ideally, these interactions are outstanding opportunities to learn from others and provide the basis for lifelong collaborations. Unfortunately, sometimes interpersonal dynamics in the lab are challenging. Graduate students entering the lab can greatly benefit from advice about navigating the interpersonal aspects of doing science. This article covers essential recommendations for developing a good trainee-mentor relationship and working well with peers in the lab, or being a ""good lab citizen."" Lab members-especially graduate students-often spend more time with labmates than with their friends and family during their graduate career, making these relationships essential to their well-being. The guidance also covers some advice for handling a tense relationship or problematic work environment. Finally, the advice concludes by discussing how to manage the fear of failure, overcome imposter syndrome, develop self-awareness, and cope with stress. These four issues are fundamental to success in research but are not discussed with graduate students as much as may be necessary. (c) 2021 Wiley Periodicals LLC.",['(c) 2021 Wiley Periodicals LLC.'],"['Antes, Alison L', 'Maggi, Leonard B Jr']","['Antes AL', 'Maggi LB Jr']","['Department of Medicine, Division of General Medical Sciences, Washington University School of Medicine, St. Louis, Missouri.', 'Department of Medicine, Division of Molecular Oncology, Siteman Cancer Center, Washington University School of Medicine, St. Louis, Missouri.']",['eng'],['Journal Article'],,United States,Curr Protoc,Current protocols,101773894,,IM,"['Humans', '*Mentors', '*Peer Group', 'Students']",['NOTNLM'],"['citizen', 'conflict resolution', 'graduate students', 'interpersonal', 'labmates', 'mentor', 'relationships', 'team', 'trainee']",2021/03/23 06:00,2021/06/22 06:00,['2021/03/22 19:44'],"['2021/03/22 19:44 [entrez]', '2021/03/23 06:00 [pubmed]', '2021/06/22 06:00 [medline]']",['10.1002/cpz1.86 [doi]'],ppublish,Curr Protoc. 2021 Mar;1(3):e86. doi: 10.1002/cpz1.86.,,PMC8277482,,"['K01 HG008990/HG/NHGRI NIH HHS/United States', 'UL1 TR002345/TR/NCATS NIH HHS/United States', 'K01HG008990/HG/NHGRI NIH HHS/United States']",,,,,,,,,,,,,['Curr Protoc. 2022 Aug;2(8):e551. PMID: 36005903'],,['NIHMS1711538'],,
33577099,NLM,MEDLINE,20210517,20210517,1365-2923 (Electronic) 0308-0110 (Linking),55,5,2021 May,On imposter syndrome and feedback: A resident's reply.,664,10.1111/medu.14472 [doi],,,"['Naik, Hiten']",['Naik H'],"['Department of Medicine, University of British Columbia, Vancouver, BC, Canada.']",['eng'],"['Comment', 'Letter']",20210225,England,Med Educ,Medical education,7605655,,IM,"['*Feedback', 'Humans']",,,2021/02/13 06:00,2021/05/18 06:00,['2021/02/12 12:13'],"['2021/02/05 00:00 [received]', '2021/02/07 00:00 [accepted]', '2021/02/13 06:00 [pubmed]', '2021/05/18 06:00 [medline]', '2021/02/12 12:13 [entrez]']",['10.1111/medu.14472 [doi]'],ppublish,Med Educ. 2021 May;55(5):664. doi: 10.1111/medu.14472. Epub 2021 Feb 25.,['ORCID: 0000-0002-5193-4618'],,,,,,,,,,['Med Educ. 2021 Feb;55(2):144-145. PMID: 33155297'],,,,,,,,,,
33492821,NLM,MEDLINE,20210212,20210212,1938-808X (Electronic) 1040-2446 (Linking),96,2,2021 Feb 1,"How Will Students, Medical Schools, and Residency Programs Adapt to Step 1 Scoring Changes?",162-163,10.1097/ACM.0000000000003836 [doi],,,"['Grady, Frederick', 'Dinkins, Jewell']","['Grady F', 'Dinkins J']","['Fourth-year medical student, Meharry Medical College, Nashville, Tennessee; fgrady17@email.mmc.edu.', 'Second-year medical student, Meharry Medical College, Nashville, Tennessee.']",['eng'],['Journal Article'],,United States,Acad Med,Academic medicine : journal of the Association of American Medical Colleges,8904605,['imposter syndrome'],IM,"['Academic Performance/standards/statistics & numerical data', 'Anxiety Disorders/psychology', 'Education, Medical, Undergraduate/standards', 'Educational Measurement/*methods', 'Humans', 'Internship and Residency/*legislation & jurisprudence', 'Schools, Medical/organization & administration', 'Self Concept', 'Students, Medical/*psychology/statistics & numerical data', 'United States/epidemiology']",,,2021/01/26 06:00,2021/02/13 06:00,['2021/01/25 13:34'],"['2021/01/25 13:34 [entrez]', '2021/01/26 06:00 [pubmed]', '2021/02/13 06:00 [medline]']","['00001888-202102000-00005 [pii]', '10.1097/ACM.0000000000003836 [doi]']",ppublish,Acad Med. 2021 Feb 1;96(2):162-163. doi: 10.1097/ACM.0000000000003836.,,,,,,,,,,,,,,,,,,,,,
33478806,NLM,PubMed-not-MEDLINE,20210427,20210427,1873-4499 (Electronic) 0899-7071 (Linking),74,,2021 Jun,Tackling impostor syndrome: A multidisciplinary approach.,170-172,S0899-7071(20)30551-9 [pii] 10.1016/j.clinimag.2020.12.035 [doi],"What is Imposter Syndrome, whom does it affect, and when, and why is it important to recognize? In this multidisciplinary article, the phenomenon is defined and discussed by a psychiatrist, followed by strategic advice by a radiologist, interventional radiologist and radiation oncologist.",['Copyright (c) 2021 Elsevier Inc. All rights reserved.'],"['Arleo, Elizabeth Kagan', 'Wagner-Schulman, Melissa', 'McGinty, Geraldine', 'Salazar, Gloria', 'Mayr, Nina A']","['Arleo EK', 'Wagner-Schulman M', 'McGinty G', 'Salazar G', 'Mayr NA']","['Weill Cornell Imaging, 425 East 61st Street, 9th floor, New York, NY 10065, United States of America. Electronic address: ela9033@med.cornell.edu.', 'University of Cincinnati College of Medicine, Department of Psychiatry and Behavioral Neuroscience, 260 Stetson St. Suite 3200, Cincinnati, OH 45219, United States of America.', 'Weill Cornell Imaging, 425 East 61st Street, 9th floor, New York, NY 10065, United States of America.', 'Department of Radiology, Massachussets General Hospital, Harvard Medical School, Boston, MA, United States of America.', 'University of Washington School of Medicine, Department of Radiation Oncology, 1959 NE Pacific St, Seattle, WA 98195, United States of America.']",['eng'],['Editorial'],20210114,United States,Clin Imaging,Clinical imaging,8911831,,IM,,['NOTNLM'],"['Impostor syndrome', 'Interventional radiology', 'Radiation oncology', 'Radiology']",2021/01/23 06:00,2021/01/23 06:01,['2021/01/22 05:51'],"['2020/07/29 00:00 [received]', '2020/12/28 00:00 [revised]', '2020/12/30 00:00 [accepted]', '2021/01/23 06:00 [pubmed]', '2021/01/23 06:01 [medline]', '2021/01/22 05:51 [entrez]']","['S0899-7071(20)30551-9 [pii]', '10.1016/j.clinimag.2020.12.035 [doi]']",ppublish,Clin Imaging. 2021 Jun;74:170-172. doi: 10.1016/j.clinimag.2020.12.035. Epub 2021 Jan 14.,,,,,,,,,,,,,,,,,,,,,
33302719,NLM,MEDLINE,20211028,20211028,1532-8015 (Electronic) 1040-1334 (Linking),33,4,2021 Aug-Sep,Should Medical Educators Help Learners Reframe Imposterism?,445-452,10.1080/10401334.2020.1856112 [doi],"Issue: Impostor syndrome, impostor phenomenon, or imposterism, is a very common, likely ubiquitous, psychological construct in the general population and certainly among health care providers. It has been the subject of many, mostly descriptive, articles and blogs in the medical literature as well as in the lay press and on social media. Evidence: Imposterism has been associated with, but not demonstrated to be causative of, psychological conditions including stress, shame, guilt, and burnout, and behaviors such as ""hiding out,"" which impede career development. The authors argue that to avoid these more serious potential manifestations of imposterism, the approach to imposterism should be reframed, and medical students, residents, and physicians should be helped to view episodic feelings of imposterism as appropriate situational responses. Implications: As feelings of imposterism are virtually universal for those on the journey from medical/graduate student through practicing physician/scientist, handling them appropriately could hopefully channel them into positive responses that mitigate potential psychological and behavioral consequences and improve emotional health.",,"['Morgenstern, Bruce Z', 'Beck Dallaghan, Gary']","['Morgenstern BZ', 'Beck Dallaghan G']","['Clincal Affairs and the Department of Pediatrics, Roseman University College of Medicine, Las Vagas, Nevada, USA.', 'Educational Scholarship and Research and the Department of Pediatrics, University of North Carolina School of Medicine, Chapel Hill, North Carolina, USA.']",['eng'],['Journal Article'],20201210,United States,Teach Learn Med,Teaching and learning in medicine,8910884,,IM,"['*Burnout, Professional', 'Emotions', 'Humans', 'Mental Health', '*Physicians', '*Students, Medical']",['NOTNLM'],"['Imposter syndrome', 'humility', 'imposterism', 'impostor phenomenon', 'perfectionism']",2020/12/12 06:00,2021/10/29 06:00,['2020/12/11 05:33'],"['2020/12/12 06:00 [pubmed]', '2021/10/29 06:00 [medline]', '2020/12/11 05:33 [entrez]']",['10.1080/10401334.2020.1856112 [doi]'],ppublish,Teach Learn Med. 2021 Aug-Sep;33(4):445-452. doi: 10.1080/10401334.2020.1856112. Epub 2020 Dec 10.,"['ORCID: 0000-0002-3829-4898', 'ORCID: 0000-0002-8539-6969']",,,,,,,,,,,,,,,,,,,,
33282544,NLM,PubMed-not-MEDLINE,,20220418,2164-957X (Print) 2164-9561 (Electronic) 2164-9561 (Linking),9,,2020,Alive and Well: Encouraging Long Term Health Habits Through Implementation of Student Driven Wellness Programs in Medical Schools.,2164956120973622,10.1177/2164956120973622 [doi] 2164956120973622,"PURPOSE: A lack of coping mechanisms has been linked to increased rates of anxiety, depression, and imposter syndrome among medical students. In response, schools have been searching for methods to negate these results through wellness programs focused on student life. METHODS: A survey comprised of three multiple choice questions was disseminated amongst first year basic science medical students to determine their current state of well-being and potential interest in an educational course focused on wellness. Questions inquired about students' current coping strategies and their interest in engaging in wellness focused activities. Participants' responses were then used to create a Well-being selective. The course design was centered around a small points reward system in order to promote autonomous decision making and encourage balance of body, mind, and spirit. RESULTS/DISCUSSION: Initial survey data suggests student interest in the creation of a wellness centered selective. Students engaged in a diverse array of activities to support the whole of their being. By tracking student choices of activities to engage in and feedback sent to the selective director, the selective design is being adapted to fit the needs of the student body. CONCLUSION: Through promotion of on and off-campus extracurricular activities, the Well-being selective offers a non-threatening and self-paced approach to a balanced mind, body, and spirit. In this selective, students participate in diverse activities that support health and life balance, ranging from sunset group yoga to local botany. Student feedback suggests that through the selective they have experienced increased community engagement and support during their basic sciences medical education.",['(c) The Author(s) 2020.'],"['Salana, Kristen', 'Maty, Shauna', 'Hage, Robert']","['Salana K', 'Maty S', 'Hage R']","[""Department of Anatomical Sciences, St. George's University, St. George's, Grenada, West Indies."", ""Department of Anatomical Sciences, St. George's University, St. George's, Grenada, West Indies."", ""Department of Anatomical Sciences, St. George's University, St. George's, Grenada, West Indies.""]",['eng'],['Journal Article'],20201118,United States,Glob Adv Health Med,Global advances in health and medicine,101584936,,,,['NOTNLM'],"['medical school', 'mental health', 'rewards system', 'student driven', 'well-being', 'wellness programs']",2020/12/08 06:00,2020/12/08 06:01,['2020/12/07 05:34'],"['2020/03/23 00:00 [received]', '2020/08/29 00:00 [revised]', '2020/09/24 00:00 [accepted]', '2020/12/07 05:34 [entrez]', '2020/12/08 06:00 [pubmed]', '2020/12/08 06:01 [medline]']","['10.1177_2164956120973622 [pii]', '10.1177/2164956120973622 [doi]']",epublish,Glob Adv Health Med. 2020 Nov 18;9:2164956120973622. doi: 10.1177/2164956120973622. eCollection 2020.,"['ORCID: 0000-0001-6749-0858', 'ORCID: 0000-0001-8365-7515', 'ORCID: 0000-0001-5909-0803']",PMC7683844,"['Declaration of Conflicting Interests: The author(s) declared no potential', 'conflicts of interest with respect to the research, authorship, and/or', 'publication of this article.']",,,,,,,,,,,,,,,,,,
33204832,NLM,MEDLINE,20210624,20210624,2374-8265 (Electronic) 2374-8265 (Linking),16,,2020 Nov 10,Small-Group Discussion Sessions on Imposter Syndrome.,11004,10.15766/mep_2374-8265.11004 [doi] 11004,"INTRODUCTION: The Accreditation Council for Graduate Medical Education requires residency programs to support residents' well-being via established policies and programs. Imposter syndrome has been linked to burnout in residents, and understanding how to combat it may help improve resiliency in residents. METHODS: We held a facilitator-guided, interactive discussion session for internal medicine residents on the topic of imposter syndrome as part of a larger series of discussion sessions on resident wellness. We repeated the session to capture a different group of residents. A psychologist or chief resident led each 30- to 45-minute session with the option to include an attending physician. Residents, faculty, and a clinical psychologist developed instructions for leading this session. At the end of each session, the facilitator provided attendees with a handout with take-home points and an optional postsurvey to assess learning objectives and ask whether they felt this was an effective intervention to promote resident wellness. RESULTS: We collected data from 21 residents who attended the small-group discussion sessions. Ninety-six percent of residents felt comfortable recognizing imposter syndrome in themselves, and 62% knew the appropriate next steps after identifying imposter syndrome. Eighty-one percent of residents felt that the imposter syndrome wellness session was an effective intervention to promote resident wellness. DISCUSSION: Imposter syndrome has been linked to resident burnout, and discussing imposter syndrome was viewed as an effective intervention to promote resident wellness and resiliency. When creating wellness interventions, other programs should consider addressing imposter syndrome.",['(c) 2020 Baumann et al.'],"['Baumann, Natalie', 'Faulk, Carol', 'Vanderlan, Jessica', 'Chen, Justin', 'Bhayani, Rakhee K']","['Baumann N', 'Faulk C', 'Vanderlan J', 'Chen J', 'Bhayani RK']","['Resident Physician, Department of Medicine, Washington University School of Medicine in St. Louis.', 'Instructor in Medicine, Department of Medicine, Washington University School of Medicine in St. Louis.', 'Clinical Instructor, Department of Psychiatry, Washington University School of Medicine in St. Louis.', 'Chief Resident in Quality and Patient Safety, Department of Medicine, John Cochran VA Medical Center.', 'Associate Program Director, Department of Medicine, Washington University School of Medicine in St. Louis.']",['eng'],['Journal Article'],20201110,United States,MedEdPORTAL,MedEdPORTAL : the journal of teaching and learning resources,101714390,,IM,"['*Burnout, Professional', 'Education, Medical, Graduate', 'Health Promotion', 'Humans', '*Internship and Residency', 'Surveys and Questionnaires']",['NOTNLM'],"['Burnout', 'Impostor Phenomenon', 'Impostor Syndrome', 'Residency', 'Self-Regulated Learning', 'Well-Being/Mental Health', 'Wellness']",2020/11/19 06:00,2021/06/25 06:00,['2020/11/18 06:00'],"['2020/11/18 06:00 [entrez]', '2020/11/19 06:00 [pubmed]', '2021/06/25 06:00 [medline]']","['11004 [pii]', '10.15766/mep_2374-8265.11004 [doi]']",epublish,MedEdPORTAL. 2020 Nov 10;16:11004. doi: 10.15766/mep_2374-8265.11004.,,PMC7666839,,,,,,,,,,,,,,,,,,,
33155297,NLM,MEDLINE,20210329,20210514,1365-2923 (Electronic) 0308-0110 (Linking),55,2,2021 Feb,More than meets the eye: The impact of imposter syndrome on feedback receptivity.,144-145,10.1111/medu.14412 [doi],,,"['Gottlieb, Michael']",['Gottlieb M'],"['Department of Emergency Medicine, Rush University Medical Center, Chicago, IL, USA.']",['eng'],"['Comment', 'Journal Article']",20201118,England,Med Educ,Medical education,7605655,,IM,"['*Communication', 'Feedback', 'Humans', 'Qualitative Research']",,,2020/11/07 06:00,2021/03/30 06:00,['2020/11/06 06:02'],"['2020/11/02 00:00 [received]', '2020/11/03 00:00 [accepted]', '2020/11/07 06:00 [pubmed]', '2021/03/30 06:00 [medline]', '2020/11/06 06:02 [entrez]']",['10.1111/medu.14412 [doi]'],ppublish,Med Educ. 2021 Feb;55(2):144-145. doi: 10.1111/medu.14412. Epub 2020 Nov 18.,['ORCID: 0000-0003-3276-8375'],,,,,,,,,,['Med Educ. 2021 Feb;55(2):266-274. PMID: 32815152'],,['Med Educ. 2021 May;55(5):664. PMID: 33577099'],,,,,,,,
33119462,NLM,MEDLINE,20210713,20210713,1939-4586 (Electronic) 1059-1524 (Print) 1059-1524 (Linking),31,23,2020 Nov 1,A 20-year encounter with the imposter syndrome.,2509-2510,10.1091/mbc.E20-06-0376 [doi],"Both in their formative years and later careers, some scientists suffer from something more than occasional self-doubts. There is a more severe affliction that strikes many more than was once realized. Here I reflect on my encounter, in the hope that sharing it can be of some value.",,"['Pederson, Thoru']",['Pederson T'],"['Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Worcester, MA 01605, USA.']",['eng'],"['Autobiography', 'Historical Article', 'Journal Article']",,United States,Mol Biol Cell,Molecular biology of the cell,9201390,['imposter syndrome'],IM,"['Anxiety Disorders/*psychology', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Physicians/*psychology', 'Self Concept']",,,2020/10/30 06:00,2021/07/14 06:00,['2020/10/29 17:13'],"['2020/10/29 17:13 [entrez]', '2020/10/30 06:00 [pubmed]', '2021/07/14 06:00 [medline]']","['E20-06-0376 [pii]', '10.1091/mbc.E20-06-0376 [doi]']",ppublish,Mol Biol Cell. 2020 Nov 1;31(23):2509-2510. doi: 10.1091/mbc.E20-06-0376.,,PMC7851870,,,,,,,,,,,,,,,,,,['Pederson T'],"['Pederson, Thoru']"
33030535,NLM,MEDLINE,20210818,20210818,1613-9860 (Electronic) 1613-9860 (Linking),10,4,2020 Oct 8,"SBM Mid-Career Leadership Institute: replacing ""fake it till you make it"" with authentic leadership.",909-911,10.1093/tbm/ibaa046 [doi],"Increasingly the organizational environments in which we work can be characterized as Volatile, Uncertain, Complex, and Ambiguous (VUCA). Equipping leaders to thrive in VUCA environments requires more than merely imparting a list of competencies that can be observed, described, and measured. Indeed, competency-based leadership training runs the risk of being insufficient, incongruous, idealized, fragmented, and unconsciously coercive. Rather than helping leaders develop the more elusive and subtle leadership qualities and attributes necessary to thrive in VUCA environments, competency-based training can leave them feeling inadequate, as if they do not ever quite measure up, and can fuel ""imposter syndrome"". The Society of Behavioral Medicine (SBM) Mid-Career Leadership Institute provided training that was far more than competency based. It was broad enough to be relevant to fellows working in a variety of contexts and provided a framework directly applicable across settings. The training was multipronged and included: a 2 day in-person workshop designed to maximize active participation; intensive mentoring by both peers and senior members of SBM; three individual one-on-one executive coaching sessions with a professional career coach; and a leadership project in which we applied the knowledge gained during our training in our diverse organizational settings. The SBM Mid-Career Leadership Institute training increased my self-awareness about important leadership concepts, the executive coaching sessions helped me become more productive, and the relationships I built have helped me develop my professional network and deepen my connection with fellow scientists and practitioners. ""Fake it till you make it"" and feelings of insecurity and self-doubt have been replaced by authentic leadership.","['(c) Society of Behavioral Medicine 2020. All rights reserved. For permissions,', 'please e-mail: journals.permissions@oup.com.']","['Winter, Sandra J']",['Winter SJ'],"['Senior Coastsiders, Half Moon Bay, CA, USA.']",['eng'],['Journal Article'],,England,Transl Behav Med,Translational behavioral medicine,101554668,,IM,"['*Behavioral Medicine', 'Humans', 'Leadership', '*Mentoring', 'Societies']",['NOTNLM'],"['Mid-career leadership training', 'Scrum agile process', 'VUCA work environment']",2020/10/09 06:00,2021/08/19 06:00,['2020/10/08 12:22'],"['2020/10/08 12:22 [entrez]', '2020/10/09 06:00 [pubmed]', '2021/08/19 06:00 [medline]']","['5919525 [pii]', '10.1093/tbm/ibaa046 [doi]']",ppublish,Transl Behav Med. 2020 Oct 8;10(4):909-911. doi: 10.1093/tbm/ibaa046.,,,,,,,,,,,,,,,,,,,,,
33008980,NLM,MEDLINE,20210315,20210315,2042-7670 (Electronic) 0042-4900 (Linking),187,7,2020 Oct 3,Imposter syndrome and the veterinary profession.,268-270,10.1136/vr.m3769 [doi],,,"['Hamood, Wendy']",['Hamood W'],"['School of Animal and Veterinary Sciences, University of Adelaide, Roseworthy, South Australia, Australia.']",['eng'],"['Comment', 'Journal Article']",,England,Vet Rec,The Veterinary record,0031164,,IM,"['Animals', '*Syndrome']",,,2020/10/04 06:00,2021/03/16 06:00,['2020/10/03 05:26'],"['2020/10/03 05:26 [entrez]', '2020/10/04 06:00 [pubmed]', '2021/03/16 06:00 [medline]']","['vr.m3769 [pii]', '10.1136/vr.m3769 [doi]']",ppublish,Vet Rec. 2020 Oct 3;187(7):268-270. doi: 10.1136/vr.m3769.,,,,,,,,,,,['Vet Rec. 2020 Oct 3;187(7):271. PMID: 32571984'],,,,,,,,,,
32996466,NLM,MEDLINE,20210729,20220417,2042-6372 (Electronic) 2042-6372 (Linking),11,,2020 Sep 28,"Perfectionism, impostor phenomenon, and mental health in medicine: a literature review.",201-213,ijme.11.201213 [pii] 10.5116/ijme.5f54.c8f8 [doi],"OBJECTIVES: The aims of this review, focused on medical students, residents, and physicians, were a) to determine the levels of perfectionism and prevalence of impostor phenomenon, b) to assess the relationship between perfectionism, impostor phenomenon, and mental health, and c) explore how medical culture may influence these personality characteristics. METHODS: A narrative literature review was conducted. Search terms were entered into PubMed, PsychINFO, Web of Science, EMBASE, and Google Scholar without date or geographic restrictions. The McMaster Critical Review Forms for Quantitative and Qualitative Studies were used for article appraisal. Final decisions on inclusion and exclusion were reached through discussion. Sixteen articles were included in this review and summarized in a data extraction table. RESULTS: Medical students had similar perfectionism scores to other student groups but scored lower in maladaptive perfectionism. The overall prevalence of the impostor phenomenon ranged from 22.5% to 46.6%. More females (41% - 52%) experienced clinical levels of impostor phenomenon compared to males (23.7% - 48%). Most studies did not find an association between the impostor phenomenon and academic year of training. Both personality characteristics were associated with negative mental health effects. Medical culture can train for and/or exacerbate these characteristics, affecting professional identity formation. Both characteristics contribute to distress for learners during commonly-used teaching methods in medical education. CONCLUSIONS: Comprehensive changes in medical education that consider the relationship between medical culture, professional identity formation, impostor phenomenon, and perfectionism are needed. Longitudinal studies will help identify the implications of these findings for professional identity formation and medical education.",,"['Thomas, Mary', 'Bigatti, Silvia']","['Thomas M', 'Bigatti S']","['Department of Social and Behavioral Sciences, Indiana University Fairbanks School of Public Health at IUPUI, USA.', 'Department of Social and Behavioral Sciences, Indiana University Fairbanks School of Public Health at IUPUI, USA.']",['eng'],"['Journal Article', 'Review']",20200928,England,Int J Med Educ,International journal of medical education,101603754,['imposter syndrome'],IM,"['Anxiety Disorders/epidemiology', 'Education, Medical/methods', 'Female', 'Humans', 'Internship and Residency', 'Male', '*Mental Health', 'Perfectionism', 'Physicians/*psychology', 'Prevalence', 'Self Concept', 'Sex Factors', 'Students, Medical/*psychology']",['NOTNLM'],"['impostor phenomenon', 'medical culture', 'mental health', 'perfectionism', 'professional identity formation']",2020/10/01 06:00,2021/07/30 06:00,['2020/09/30 08:42'],"['2019/12/10 00:00 [received]', '2020/09/06 00:00 [accepted]', '2020/09/30 08:42 [entrez]', '2020/10/01 06:00 [pubmed]', '2021/07/30 06:00 [medline]']","['ijme.11.201213 [pii]', '11-201213 [pii]', '10.5116/ijme.5f54.c8f8 [doi]']",epublish,Int J Med Educ. 2020 Sep 28;11:201-213. doi: 10.5116/ijme.5f54.c8f8.,,PMC7882132,,,,,,,,,,,,,,,,,,,
32909417,NLM,MEDLINE,20210722,20210722,2047-8992 (Electronic) 1351-5578 (Linking),28,3,2020 Sep 16,Imposter syndrome- why is it so common among nurse researchers and is it really a problem?,30-36,10.7748/nr.2020.e1750 [doi],"BACKGROUND: Imposter syndrome is common among early career nurse researchers and often has a considerable impact on those affected. It can cause various problems, including anxiety, self-doubt and feelings of inadequacy, and therefore has significant potential to adversely affect personal and professional development. AIM: To critically explore the concept of imposter syndrome among early-to-mid career nurse researchers. DISCUSSION: There may be several reasons why imposter syndrome is common among nurse researchers. Evidence suggests it is ubiquitous in other academic disciplines across the higher education sector, particularly in early-to-mid career researchers. It is unclear how or why nurse researchers are affected by this phenomenon, and whether feeling like an imposter is problematic in this context. CONCLUSION: Imposter syndrome can be deeply unsettling, particularly at times of specific exposure or peer review. It is relatively normal for even the most experienced, successful researchers to feel like this. Related feelings of self-doubt and critical self-reflection are essential in appropriate measures to research and can reduce researchers' potential for making significant mistakes. IMPLICATIONS FOR PRACTICE: When managed appropriately, imposter syndrome can be important in scholarly activity and ongoing personal and professional development. Recognising this is an important first step in mitigating related feelings of inadequacy.","['(c)2020 RCN Publishing Company Ltd. All rights reserved. Not to be copied,', 'transmitted or recorded in any way, in whole or part, without prior permission of', 'the publishers.']","['Gill, Paul']",['Gill P'],"['School of Healthcare Sciences, Cardiff University, Cardiff, Wales.']",['eng'],['Journal Article'],20200910,England,Nurse Res,Nurse researcher,9435953,,,"['Adult', 'Anxiety Disorders/*psychology', 'Female', 'Humans', 'Male', 'Middle Aged', 'Nurse Clinicians/*psychology', '*Nursing Research', 'Research Personnel/*psychology', '*Self Concept']",['NOTNLM'],"['academic careers', 'continuing professional development', 'education', 'nurse academics', ""nurses' wellbeing"", 'personal development', 'professional issues', 'reflection']",2020/09/11 06:00,2021/07/23 06:00,['2020/09/10 05:41'],"['2020/04/21 00:00 [accepted]', '2020/09/11 06:00 [pubmed]', '2021/07/23 06:00 [medline]', '2020/09/10 05:41 [entrez]']","['e1750 [pii]', '10.7748/nr.2020.e1750 [doi]']",ppublish,Nurse Res. 2020 Sep 16;28(3):30-36. doi: 10.7748/nr.2020.e1750. Epub 2020 Sep 10.,,,['None declared'],,,,,,,,,,,,,,,,,,
32848987,NLM,PubMed-not-MEDLINE,,20200928,1664-1078 (Print) 1664-1078 (Electronic) 1664-1078 (Linking),11,,2020,Focusing on the Neuro-Psycho-Biological and Evolutionary Underpinnings of the Imposter Syndrome.,1553,10.3389/fpsyg.2020.01553 [doi] 1553,,,"['Chrousos, George P', 'Mentis, Alexios-Fotios A', 'Dardiotis, Efthimios']","['Chrousos GP', 'Mentis AA', 'Dardiotis E']","['University Research Institute of Maternal and Child Health and Precision Medicine, and UNESCO Chair on Adolescent Health Care, ""Aghia Sophia"" Children\'s Hospital, National and Kapodistrian University of Athens, Athens, Greece.', 'Public Health Laboratories, Hellenic Pasteur Institute, Athens, Greece.', 'Department of Microbiology, School of Medicine, University Hospital of Larissa, University of Thessaly, Larissa, Greece.', 'Department of Neurology, School of Medicine, University Hospital of Larissa, University of Thessaly, Larissa, Greece.']",['eng'],['Journal Article'],20200720,Switzerland,Front Psychol,Frontiers in psychology,101550902,,,,['NOTNLM'],"['hypothalamic-pituitary-adrenal axis', 'imposter syndrome', 'nervous system', 'neurobiology', 'oxytocin', 'stress']",2020/08/28 06:00,2020/08/28 06:01,['2020/08/28 06:00'],"['2020/04/15 00:00 [received]', '2020/06/10 00:00 [accepted]', '2020/08/28 06:00 [entrez]', '2020/08/28 06:00 [pubmed]', '2020/08/28 06:01 [medline]']",['10.3389/fpsyg.2020.01553 [doi]'],epublish,Front Psychol. 2020 Jul 20;11:1553. doi: 10.3389/fpsyg.2020.01553. eCollection 2020.,,PMC7396514,,,,,,,,,,,,,,,,,,,
